Id,SalePrice
1461,128250.0
1462,128950.0
1463,187500.0
1464,154000.0
1465,215166.66666666666
1466,154000.0
1467,169000.0
1468,154000.0
1469,194350.5
1470,137250.0
1471,178100.0
1472,88750.0
1473,88750.0
1474,174000.0
1475,139700.0
1476,441403.6666666667
1477,233452.66666666666
1478,314937.6666666667
1479,226500.0
1480,355000.0
1481,260646.5
1482,202700.0
1483,173211.0
1484,202700.0
1485,184500.0
1486,225533.33333333334
1487,279666.6666666667
1488,251000.0
1489,240290.0
1490,177500.0
1491,202700.0
1492,125000.0
1493,154000.0
1494,338500.0
1495,322408.0
1496,295500.0
1497,202700.0
1498,157500.0
1499,157500.0
1500,80500.0
1501,154000.0
1502,174250.0
1503,345201.0
1504,215166.66666666666
1505,237832.66666666666
1506,174000.0
1507,149800.0
1508,169666.66666666666
1509,174000.0
1510,141333.33333333334
1511,141333.33333333334
1512,193833.33333333334
1513,155750.0
1514,139500.0
1515,193333.33333333334
1516,156966.66666666666
1517,156933.33333333334
1518,148626.5
1519,237832.66666666666
1520,130166.66666666667
1521,157633.33333333334
1522,166166.66666666666
1523,105000.0
1524,142125.0
1525,83641.5
1526,135750.0
1527,94233.33333333333
1528,119450.0
1529,169300.0
1530,171450.0
1531,112166.66666666667
1532,132500.0
1533,117000.0
1534,132700.0
1535,137175.0
1536,117533.33333333333
1537,59250.0
1538,169000.0
1539,178500.0
1540,130750.0
1541,154000.0
1542,137175.0
1543,184000.0
1544,89000.0
1545,80500.0
1546,107500.0
1547,141333.33333333334
1548,141333.33333333334
1549,130950.0
1550,138250.0
1551,110200.0
1552,156766.66666666666
1553,129333.33333333333
1554,127500.0
1555,139500.0
1556,82166.66666666667
1557,141333.33333333334
1558,90675.0
1559,123250.0
1560,119950.0
1561,139500.0
1562,135750.0
1563,122500.0
1564,148418.5
1565,155833.33333333334
1566,178100.0
1567,77666.66666666667
1568,211000.0
1569,161166.66666666666
1570,113750.0
1571,141333.33333333334
1572,128000.0
1573,218000.0
1574,103779.5
1575,193950.0
1576,228150.0
1577,240290.0
1578,154000.0
1579,130750.0
1580,189500.0
1581,156933.33333333334
1582,128250.0
1583,347500.0
1584,236266.33333333334
1585,143875.0
1586,59250.0
1587,66466.66666666667
1588,146166.66666666666
1589,95750.0
1590,136750.0
1591,104000.0
1592,110200.0
1593,104250.0
1594,96633.33333333333
1595,112166.66666666667
1596,236266.33333333334
1597,111000.0
1598,173250.0
1599,215166.66666666666
1600,215166.66666666666
1601,90666.66666666667
1602,90250.0
1603,92666.66666666667
1604,280333.3333333333
1605,251000.0
1606,174500.0
1607,124166.66666666667
1608,240290.0
1609,240290.0
1610,155833.33333333334
1611,152333.33333333334
1612,155833.33333333334
1613,174500.0
1614,129950.0
1615,92666.66666666667
1616,79166.66666666667
1617,88750.0
1618,133500.0
1619,130125.0
1620,124166.66666666667
1621,80500.0
1622,161166.66666666666
1623,303333.3333333333
1624,169666.66666666666
1625,133333.33333333334
1626,177500.0
1627,187500.0
1628,282750.0
1629,184500.0
1630,347500.0
1631,205250.0
1632,205250.0
1633,188750.0
1634,177266.66666666666
1635,170892.5
1636,163166.66666666666
1637,155833.33333333334
1638,205000.0
1639,186250.0
1640,224000.0
1641,177500.0
1642,217403.33333333334
1643,215166.66666666666
1644,228228.0
1645,193950.0
1646,153833.33333333334
1647,168500.0
1648,141333.33333333334
1649,147833.33333333334
1650,122050.0
1651,135375.0
1652,88750.0
1653,113750.0
1654,143000.0
1655,139700.0
1656,143000.0
1657,143000.0
1658,143000.0
1659,139700.0
1660,156250.0
1661,493418.5
1662,331056.0
1663,597295.0
1664,597295.0
1665,328750.0
1666,303333.3333333333
1667,412500.0
1668,328750.0
1669,316833.3333333333
1670,328750.0
1671,209333.33333333334
1672,355000.0
1673,285606.5
1674,249666.66666666666
1675,195350.0
1676,195350.0
1677,240290.0
1678,555790.5
1679,412666.6666666667
1680,314937.6666666667
1681,316833.3333333333
1682,303333.3333333333
1683,201833.33333333334
1684,167495.0
1685,170892.5
1686,164650.0
1687,164650.0
1688,187500.0
1689,187500.0
1690,188750.0
1691,188750.0
1692,249000.0
1693,184500.0
1694,170000.0
1695,167495.0
1696,284362.5
1697,175500.0
1698,391985.0
1699,347500.0
1700,236266.33333333334
1701,232750.0
1702,196175.0
1703,253666.66666666666
1704,303333.3333333333
1705,226500.0
1706,597295.0
1707,240290.0
1708,240290.0
1709,316833.3333333333
1710,241300.0
1711,306746.5
1712,205250.0
1713,209333.33333333334
1714,237832.66666666666
1715,207250.0
1716,129950.0
1717,170166.66666666666
1718,163166.66666666666
1719,217403.33333333334
1720,281961.0
1721,129950.0
1722,156933.33333333334
1723,156933.33333333334
1724,240290.0
1725,225166.66666666666
1726,210750.0
1727,163166.66666666666
1728,194293.0
1729,165510.66666666666
1730,111000.0
1731,125000.0
1732,147000.0
1733,143875.0
1734,147833.33333333334
1735,150700.0
1736,125000.0
1737,347500.0
1738,241333.33333333334
1739,308375.0
1740,210750.0
1741,195350.0
1742,176333.33333333334
1743,189433.33333333334
1744,318250.0
1745,251000.0
1746,302633.3333333333
1747,205000.0
1748,261000.0
1749,141333.33333333334
1750,153175.0
1751,224000.0
1752,129950.0
1753,155833.33333333334
1754,184000.0
1755,180200.0
1756,127225.0
1757,124333.33333333333
1758,140000.0
1759,169000.0
1760,152333.33333333334
1761,152333.33333333334
1762,191546.66666666666
1763,167250.0
1764,119525.0
1765,175500.0
1766,228150.0
1767,193833.33333333334
1768,128950.0
1769,174666.66666666666
1770,150700.0
1771,128950.0
1772,127000.0
1773,148500.0
1774,111000.0
1775,128000.0
1776,66466.66666666667
1777,119450.0
1778,143562.5
1779,92933.33333333333
1780,187500.0
1781,122587.5
1782,113333.33333333333
1783,122750.0
1784,130950.0
1785,117533.33333333333
1786,228000.0
1787,150500.0
1788,38600.0
1789,89250.0
1790,90250.0
1791,196874.66666666666
1792,141333.33333333334
1793,153833.33333333334
1794,128250.0
1795,117000.0
1796,90250.0
1797,108666.66666666667
1798,122587.5
1799,119450.0
1800,119633.33333333333
1801,111833.33333333333
1802,175250.0
1803,155750.0
1804,130750.0
1805,132900.0
1806,101550.0
1807,90666.66666666667
1808,122750.0
1809,111833.33333333333
1810,122750.0
1811,123250.0
1812,94000.0
1813,115750.0
1814,101550.0
1815,38600.0
1816,94233.33333333333
1817,138250.0
1818,138250.0
1819,127500.0
1820,79166.66666666667
1821,100000.0
1822,173250.0
1823,47996.5
1824,134333.33333333334
1825,134333.33333333334
1826,66466.66666666667
1827,117250.0
1828,137175.0
1829,117533.33333333333
1830,174000.0
1831,163500.0
1832,123250.0
1833,181066.66666666666
1834,111833.33333333333
1835,162500.0
1836,112166.66666666667
1837,123366.66666666667
1838,141333.33333333334
1839,94233.33333333333
1840,174500.0
1841,164500.0
1842,82166.66666666667
1843,156933.33333333334
1844,132500.0
1845,120500.0
1846,159975.0
1847,151320.66666666666
1848,59250.0
1849,135344.0
1850,122587.5
1851,156083.33333333334
1852,134500.0
1853,127250.0
1854,194293.0
1855,129500.0
1856,230833.33333333334
1857,113500.0
1858,148626.5
1859,124166.66666666667
1860,148418.5
1861,124166.66666666667
1862,184000.0
1863,184000.0
1864,184000.0
1865,306000.0
1866,306000.0
1867,249666.66666666666
1868,303333.3333333333
1869,193950.0
1870,281961.0
1871,251000.0
1872,170892.5
1873,230833.33333333334
1874,156250.0
1875,237859.33333333334
1876,182750.0
1877,193950.0
1878,209333.33333333334
1879,135750.0
1880,130750.0
1881,209333.33333333334
1882,232750.0
1883,198047.0
1884,215166.66666666666
1885,270500.0
1886,303333.3333333333
1887,193950.0
1888,280333.3333333333
1889,165510.66666666666
1890,165500.0
1891,144500.0
1892,126750.0
1893,137200.0
1894,111833.33333333333
1895,141333.33333333334
1896,109750.0
1897,159000.0
1898,117500.0
1899,101550.0
1900,150500.0
1901,170000.0
1902,103779.5
1903,184000.0
1904,134500.0
1905,167250.0
1906,127000.0
1907,170000.0
1908,66466.66666666667
1909,85700.0
1910,122000.0
1911,188250.0
1912,284362.5
1913,193333.33333333334
1914,35105.5
1915,393039.0
1916,35105.5
1917,249000.0
1918,129950.0
1919,147900.0
1920,155833.33333333334
1921,597295.0
1922,316833.3333333333
1923,239500.0
1924,295500.0
1925,251666.66666666666
1926,391541.3333333333
1927,156933.33333333334
1928,175666.66666666666
1929,143500.0
1930,162077.66666666666
1931,131433.33333333334
1932,162077.66666666666
1933,175666.66666666666
1934,170000.0
1935,186250.0
1936,192500.0
1937,190500.0
1938,175666.66666666666
1939,205250.0
1940,228228.0
1941,170892.5
1942,188250.0
1943,169000.0
1944,323000.0
1945,327450.0
1946,191450.0
1947,314937.6666666667
1948,191450.0
1949,295500.0
1950,194293.0
1951,247000.0
1952,251000.0
1953,172700.0
1954,205000.0
1955,105000.0
1956,247000.0
1957,155750.0
1958,338500.0
1959,175500.0
1960,119525.0
1961,113750.0
1962,90666.66666666667
1963,90666.66666666667
1964,118750.0
1965,174000.0
1966,119750.0
1967,277280.5
1968,347500.0
1969,314937.6666666667
1970,396250.0
1971,355000.0
1972,331056.0
1973,282750.0
1974,301000.0
1975,597295.0
1976,274666.6666666667
1977,412666.6666666667
1978,412666.6666666667
1979,314937.6666666667
1980,182000.0
1981,314937.6666666667
1982,215166.66666666666
1983,215166.66666666666
1984,174250.0
1985,178100.0
1986,178100.0
1987,194350.5
1988,177266.66666666666
1989,164650.0
1990,235000.0
1991,240290.0
1992,230833.33333333334
1993,164650.0
1994,279000.0
1995,175500.0
1996,178500.0
1997,396250.0
1998,412666.6666666667
1999,250000.0
2000,323000.0
2001,278633.3333333333
2002,218000.0
2003,241300.0
2004,268000.0
2005,253250.0
2006,228228.0
2007,226500.0
2008,240290.0
2009,210750.0
2010,166167.5
2011,173211.0
2012,194350.5
2013,182033.33333333334
2014,188250.0
2015,194293.0
2016,177266.66666666666
2017,191250.0
2018,135750.0
2019,131433.33333333334
2020,108666.66666666667
